metadata,metadata,metadata,measured_values,measured_values,measured_values,measured_values,measured_values,measured_values,measured_values,measured_values,measured_values,measured_values,predicted_values,predicted_values,predicted_values,predicted_values,predicted_values,predicted_values,predicted_values,predicted_values,predicted_values,predicted_values
CC(SC1=NN=C(NC2CC2)S1)C1=CC=C(F)C=C1,RL-14,01/04/2019,7.166245573225234,7.808600428564564,2.2157726660554085,4.840272157909199,5.98449229407022,6.1297377682090985,8.024551555000759,4.763678070185282,,6.430212351561262,10.311448708432666,7.378065224494758,1.8530127140684187,2.3216053926082862,6.856029397979474,8.366192343934387,8.007680726342961,4.088754643223331,9.445602470306225,9.86914402301947
O=C(CSC1=NN=C(NC2CC2)S1)NC1=CC=C2OCCCOC2=C1,RL-15,01/04/2019,6.479489656266786,5.779211279884793,6.8118848324777055,5.107185320046133,5.579334645012307,5.282114968090738,3.06062477505228,9.087949530860474,5.257227807666148,5.972486520339424,6.935356019785552,5.802116534727188,6.9671611906382145,0.38453727964647033,4.122656187653719,5.281278313202161,2.8247094018484806,9.922122395177837,10.5461323482421,4.129453663778392
CN1C=CC(C(=O)CSC2=NN=C(NC3CC3)S2)=C1,RL-16,01/05/2019,5.944600294543356,,7.153634431296735,7.2187630231019,5.6539721427468805,4.239403578422099,6.959560674007718,6.177635022227415,6.046460427174689,5.30796190635109,5.965943767599519,5.802116534727188,7.213312778443791,6.31982181223331,5.9140904022275,7.7889972548995186,6.66503602526561,6.246006740350444,5.263708358070472,6.0653060992878265
CC(=O)NC1=NC(CSC2=NN=C(NC3CC3)S2)=CS1,RL-17,01/05/2019,5.384895995762628,7.635489260226366,8.10692129600506,6.749097739140882,,5.1844582963437364,3.463923768662721,2.78450339985789,6.5850198111383005,6.132368703914585,0.7802626698494439,6.606948753712807,8.363504105802402,6.2527564268794364,5.9140904022275,3.4973775139084995,3.720477452444784,4.861973113321087,3.5640709132399895,2.5915522015086565
O=C(CSC1=NN=C(NC2CC2)S1)NC1=CC(Cl)=CC=C1F,RL-18,01/05/2019,5.11362120351879,6.784634134282259,7.029130278877506,5.402204576524859,5.077092866575496,6.944384278143809,4.907111683746626,7.244987701550746,4.692485997253419,,5.007176949032726,7.745567237095656,7.4343433771354395,2.6544280174215698,0.4924729159877579,3.9016863977768765,5.065801033180433,7.173187518259736,8.977762462254177,2.5915522015086565
O=C(CSC1=NN=C(NC2CC2)S1)NC1=CC=C2OC3(CCCC3)OC2=C1,RL-19,01/06/2019,4.8327130593576815,5.8060055423861785,2.971780195014862,4.671725425700255,5.71931563638481,6.108044222227769,7.743228119754665,8.195853681581717,6.146331290850963,5.688035236753468,3.959833470101882,6.416210061787816,2.9135341867195974,4.66006536521557,5.577069093307895,4.760628390759421,7.84933340140037,9.575105889073974,3.264708956686676,1.533939746089132
C1=CC=C(C2=NC(CSC3=NN=C(NC4CC4)S3)=CO2)C=C1,RL-20,01/06/2019,7.404826150902327,,3.88318541237558,,5.268826141561445,4.863827199765736,7.419593697739732,3.4569116017696873,,6.355838835801805,3.947701839418442,6.416210061787816,4.103580372367025,4.66006536521557,1.486515056786291,0.452161112697107,7.450674163511013,3.3447350510945126,3.264708956686676,8.124036617638405
CC(SC1=NN=C(NC2CC2)S1)C(=O)NCC(F)(F)F,RL-21,01/06/2019,4.692225369817356,6.450383263643397,2.5814470933726703,,,4.225621012379607,6.2656971278032465,6.928839682242265,7.117917631361987,5.872626755548886,0.4167024941551256,6.004813566878538,2.588413936831842,4.66006536521557,1.486515056786291,8.896449624957555,6.060502574792986,7.19172519237865,7.427986257252553,2.840685511109484
C1=NOC(CSC2=NN=C(NC3CC3)S2)=C1,RL-22,01/06/2019,5.089219773021408,5.38548546598104,9.186746700051323,5.835154234623554,5.51824413246186,7.066418532776545,3.040741231357919,6.187773116407892,6.51611738102004,5.932088037998772,0.34896856497580675,4.828278290922191,8.890235038186688,1.9325813887981211,-1.0621602238282328,11.205610917245714,3.2084170188725714,8.449825262129707,10.291617806008771,6.591936319920935
O=C(CSC1=NN=C(NC2CC2)S1)N1CCN(C(=O)C2COC3=CC=CC=C3O2)CC1,RL-23,01/07/2019,7.688274613623291,8.84910962590774,5.089069302205718,5.886202043407987,6.801604600139671,6.322636729026751,4.035711957173999,2.3109493244177397,5.784667464005595,6.49560822125945,5.252786307778864,8.643321263608293,5.407121833416057,6.95771073358333,3.5542402956414927,1.16898004250094,4.051065137140053,2.1750193824805386,5.2291406197298835,5.182314876115574
CC(SC1=NN=C(NC2CC2)S1)C1=CC=CC=C1,RL-24,01/07/2019,4.490270973046233,4.144014786019181,2.8315560643433226,4.642156243553245,6.229429518644262,4.855143958494636,5.18614947157451,,7.085182914676229,6.61998361175525,9.97403822225223,3.5225486373146118,2.9249880412222353,4.409407338195962,8.919731107713421,5.55960608967567,5.283571874113721,2.1750193824805386,7.589670284659038,7.324428849927225
O=C(CSC1=NN=C(NC2CC2)S1)C1=CC=C2CCCC2=C1,RL-25,01/07/2019,4.915274840792134,7.33759861012362,5.879635004727948,5.870350201126788,6.669094727487934,4.150355127794821,7.105040110540693,3.6240470345357068,5.1197303009741235,5.676123917798936,6.230418691389837,7.845066464767785,5.2809513763981935,10.072639858896142,7.548162588751195,0.8977658695454176,6.969993630509767,2.5248455492128743,5.800456175778062,-1.0059891368929677
CC(SC1=NN=C(NC2CC2)S1)C(=O)C1=CC=C2CCCC2=C1,RL-26,01/07/2019,6.158709822680641,6.841508136954658,6.41314128260402,4.732396438169083,5.764695430869114,6.4895939629424895,5.5508696102003805,8.325375039569508,6.645916335591334,6.953925545251989,3.547051943349551,6.558352249280652,6.480982348217319,7.787830667209764,4.267451294699637,11.741578581331048,5.483217509531044,6.988947892327004,6.205381077953296,7.709879737877585
CN1CCCCC1CCSC1=NN=C(NC2CC2)S1,RL-27,01/08/2019,7.754140244819913,3.387535070444782,6.800655130973089,,,,8.90353296348469,5.637664916091153,5.435345273431338,5.955355930310162,10.317337312678148,3.4763127157455433,6.515232940767766,7.787830667209764,4.267451294699637,11.741578581331048,8.992727183917065,5.9666735419578725,5.193496253709661,5.64149312773423
CC1CCN(C(=O)CSC2=NN=C(NC3CC3)S2)C2=CC=CC=C2S1,RL-28,01/08/2019,4.950802839080703,6.8531420353173464,5.607401233325924,6.5640562171532375,,,4.660606554280286,2.362725682320762,6.833910758289095,5.097489392951134,-0.3697524554933258,5.804766214715391,5.482073863757468,5.587678929495374,4.267451294699637,11.741578581331048,4.750251570069862,1.0995488179132755,6.546129598551334,7.803362573126382
ClC1=CN2C=C(CSC3=NN=C(NC4CC4)S3)N=C2C=C1,RL-29,01/08/2019,7.514805609324753,3.231012705254499,5.071957567452248,4.8571511160985485,6.775537683518303,4.047421853254152,,,7.287419166032004,,4.027606049753061,4.606301923785975,5.671421695604129,11.331462470917394,10.009888304682367,2.481269954820773,4.750251570069862,1.0995488179132755,8.945325045144719,7.803362573126382
CC1=CC=CC=C1C1=NOC(CSC2=NN=C(NC3CC3)S2)=N1,RL-30,01/08/2019,7.85320990808567,3.9790427991255912,,6.263283087718513,,7.598682751354781,7.146154838185561,4.6714039245858965,5.477452833463197,6.407731408943317,9.52191569907421,4.152956839697539,5.671421695604129,3.4882191495233545,10.009888304682367,9.283186097857232,6.687040478393232,4.021928704246768,3.2678759875402603,12.926667583333744
O=C(C1=CC=C(CSC2=NN=C(NC3CC3)S2)C=C1)N1CCCC1,RL-31,01/09/2019,6.6290584117055715,7.014279334582612,5.5833574479931825,7.238506876387872,6.38446279423457,,6.502479967785838,7.60194322843194,4.625153378917037,6.330062198446502,2.9659547858286146,8.086132661296132,6.012025252824967,6.5214732663444135,7.725978988703331,9.283186097857232,6.615337811701208,8.05405477706737,4.368291804357576,8.412145259223461
C1=CSC(C2=NC(CSC3=NN=C(NC4CC4)S3)=CO2)=C1,RL-32,01/09/2019,7.061470745489789,,,5.2443789625607735,6.33923375267501,6.02911612968888,4.578482574022108,9.507149356541245,5.400792692650959,6.236512802834035,7.89272623518119,8.086132661296132,6.012025252824967,7.645486881249587,3.9608678755603663,2.7525889134293187,4.4512803936426675,8.211563919892091,7.567970359276048,2.879691811024241
O=C(CSC1=NN=C(NC2CC2)S1)N1CCNC1=O,RL-33,01/09/2019,6.901436372749233,3.2356730466325927,4.217521933964815,5.71864657208266,,6.02790723223827,3.396403552354744,8.946442411940577,5.889205095150848,,7.531670175099848,3.4891755361379153,4.853487998691369,3.9776028292668193,3.9608678755603663,8.661816291025726,3.6937321258474074,9.496516204858048,7.788830293164324,2.879691811024241
N#CC1=CC=CC(CSC2=NN=C(NC3CC3)S2)=C1,RL-34,01/10/2019,5.465578104565246,6.059226811312632,5.137502771515048,,6.915804488596933,4.051862058951546,4.441003888324404,7.741449741596789,6.860149893150123,6.237024895154726,5.706597689930726,6.049336121132957,5.18771220762839,3.9776028292668193,10.959379220803118,9.28561281314811,4.294974048279155,8.685538958504875,5.8817663981976755,8.470304943507912
O=C(CSC1=NN=C(NC2CC2)S1)N1CCC1,RL-35,01/10/2019,6.021152374968632,3.250664466489364,9.917757260527797,,5.6431545507200545,6.628314288145085,4.655535920695479,5.79044106468695,4.949683203767422,5.369163433244109,4.136039160471644,3.3176372077297325,10.100828621137977,3.9776028292668193,6.029654162999621,-2.0625619334404766,4.517907768120423,6.710484387538667,7.728878202220463,5.214649919338912
COC1=CC=C(F)C=C1CSC1=NN=C(NC2CC2)S1,RL-36,01/10/2019,,7.396979069072913,3.50309889423069,5.854516091946311,6.760110164341315,4.643880907322101,7.963071702989769,2.8546676729930835,7.209447862062667,6.518934729710404,4.136039160471644,7.037970424713699,3.703783342482848,4.676485525277439,10.022850229159987,7.712269352922156,8.181702170239419,2.3426170615701425,12.127718164728684,7.412787255777741
O=C1C2=CC=CC=C2S(=O)(=O)N1CCSC1=NN=C(NC2CC2)S1,RL-37,01/10/2019,7.038168339583104,4.9986373693624895,,4.629109075337394,,5.07415677417273,4.18466179997094,7.9470331992588585,5.584927019803242,6.155616984156765,2.0186757113758915,5.129923798551763,3.703783342482848,4.551767386049621,10.022850229159987,0.038258714073779565,4.069488357773858,7.6148986572745905,4.352148724215064,6.366609030232102
O=C(CSC1=NN=C(NC2CC2)S1)N1CCCC1C1=CC=C2OCCOC2=C1,RL-38,01/11/2019,4.353987228792389,,5.072058927389255,6.345637959365994,6.8594899715585065,4.9917144025603815,5.995858989433519,,6.377005346745725,5.072280260309695,6.139793132467426,5.129923798551763,5.3443543799519855,5.046293136832256,8.95181555600842,1.631405140307832,6.169502989829621,7.6148986572745905,10.664399118843622,5.831129995950596
O=C(CSC1=NN=C(NC2CC2)S1)N1CCN(C2=NC=C(C(F)(F)F)C=C2Cl)CC1,RL-39,01/11/2019,4.13025693509895,4.623573502501316,7.799108868323708,,5.8835889378603206,6.619750476010939,7.361041076481106,3.185561776631724,6.665589760843075,5.040666003780701,8.89866145679059,5.1382459790274995,7.794157608856121,5.046293136832256,9.533450141066727,1.7609356664405862,7.171687254035883,4.230792470263878,5.725522442706995,2.3555764152274103
CC1=CC(C(=O)CSC2=NN=C(NC3CC3)S2)=C(C)C(C)=C1C,RL-40,01/11/2019,,6.784653715644604,8.683382702422602,4.743352726940499,6.047738935244853,,6.313996081645455,,5.63561711524562,6.796984519556336,8.89866145679059,6.890599492764875,8.349150924038502,0.3835119054542897,8.401946402490763,1.7609356664405862,6.273633557577468,4.230792470263878,5.23638098208825,6.860563162740774
C1=CSC(C2=NC(CSC3=NN=C(NC4CC4)S3)=CS2)=C1,RL-41,01/11/2019,7.301211442639483,5.554531473002497,3.096777149070257,4.627830661842082,5.016919827801662,5.366460801395899,7.247695042881821,5.06979675117731,5.61364643167909,5.063477401232628,5.142370578398571,3.888544561003033,3.9728958452404775,4.683215311662715,6.999809163557323,7.951044545022734,7.032001470352566,5.916747602192989,3.547930204272847,1.896476033634893
FC1=CC=C(C2=NOC(CSC3=NN=C(NC4CC4)S3)=N2)C=C1,RL-42,01/12/2019,5.446022187339291,5.419905728617953,6.2165390435135,4.764011264850119,,4.391571146427248,5.319202214713523,2.433285614680849,6.719375538033891,,2.8682858246807297,6.43686362801688,6.495068462865913,7.123190198777978,6.999809163557323,5.8583951922717965,5.028983090160979,-0.2765751777450527,4.076490184766956,1.896476033634893
NC1=CC=C2C(CSC3=NN=C(NC4CC4)S3)=CC(=O)[NH]C2=N1,RL-43,01/12/2019,4.905232158638643,4.10359915783865,9.734889012456456,6.511013203947325,5.743289757082373,5.841313521783755,3.0653833000005983,7.8535758794820545,6.049034353366186,6.757441145965818,1.8649358871454114,4.590744194338897,10.391589404287176,6.490719823410684,4.857607173840414,3.7816681667110097,3.1275959839822827,8.620003097500863,6.914474591644613,7.431379737471827
CC(SC1=NN=C(NC2CC2)S1)C(=O)C1=CC=C2OCC(=O)NC2=C1,RL-44,01/12/2019,,7.6934975859417225,4.825677972687962,4.946881415267883,5.2256515874193745,6.863342675866404,8.970965778509376,4.984420839978124,6.429956249810054,5.6894613032345855,1.8649358871454114,7.6081168950020714,4.041901275103038,3.5289018815680047,3.5934862522996847,2.5798127434223117,8.686525868972943,5.265514528245792,4.238521320110735,5.327906455431311
ClC1=CC=C(C2=CN=C(CSC3=NN=C(NC4CC4)S3)O2)C=C1,RL-45,01/12/2019,4.562545248507087,3.406811033693915,4.9108755991183815,5.145847030317272,6.825161538690726,4.178764878547216,7.294032572655951,2.613603904891627,6.863531246075624,5.143020520565741,0.005427152525232515,3.6303803834663735,5.750757856745889,6.226034583595655,3.5801902210773675,6.774523113643632,7.832241327033149,1.335299205040982,6.707143853191156,3.1280371260086453
CC1=CC=CN2C(=O)C=C(CSC3=NN=C(NC4CC4)S3)N=C12,RL-46,01/13/2019,5.926798192303812,5.834954900711534,7.562985852692416,6.327404098532775,6.259488263171963,5.4912540495007525,,2.1438610290845963,5.0131422643783345,5.875936648742849,2.148389436781074,7.3701585629649315,7.491225031769754,1.645920538787915,11.68518294997645,11.478390989358774,7.832241327033149,3.5791311820080125,7.899491552790544,11.007323090353088
C1=CSC(C2=NOC(CSC3=NN=C(NC4CC4)S3)=N2)=C1,RL-47,01/13/2019,4.8928013346123596,5.233500831907815,5.147678465447859,6.100312207974442,5.851066855633922,,6.061484468550648,5.729836924355363,5.258750472796928,5.565412457769167,7.7066518232708425,5.245017514696059,4.669216505435223,5.709626102056726,5.125984181594165,11.478390989358774,5.624449229442425,8.471211768608116,1.7369234271747662,2.8988344104307386
C1=CC=C(C2=C(CSC3=NN=C(NC4CC4)S3)N3C=CC=CC3=N2)C=C1,RL-48,01/13/2019,5.289473722094322,3.632415686097006,2.880006046047212,6.881721780468646,6.041276460531673,7.5752280558488625,6.425495499590689,6.106400894354925,6.269538090520698,5.3682230680974845,4.932210078630608,3.9251521115197114,3.0729949407327455,5.776083615923965,5.149713141331542,2.503007945375291,6.3843517551169855,3.535260761725344,4.928504427708105,7.870462258575866
ClC1=CC=CC(C2=CN=C(CSC3=NN=C(NC4CC4)S3)O2)=C1,RL-49,01/14/2019,5.880119362756741,3.1702894016258965,7.646653337793551,6.036158691238622,5.551379204875679,6.4201522822122215,5.557617007629323,6.58345422157147,5.575604077730789,5.716679363324986,1.8830584505979915,5.193545600209619,7.394874520321392,5.54863962013981,9.575741433210997,8.157704499943106,5.4985490300110715,6.515629712135029,2.5228128045567755,3.810122910678114
O=C1CCC2=CC(C(=O)CSC3=NN=C(NC4CC4)S3)=CC=C2N1,RL-50,01/14/2019,6.384232432533506,8.622569693508586,3.896913711048983,7.069795383899535,5.685256827329304,4.084197025538579,,9.794244860526735,5.433253804917384,6.163360143016635,8.041987092241804,8.665354943982598,3.1088350600956804,6.831004449674367,5.425614830225986,2.948490707628877,5.4985490300110715,9.266334116391274,0.328179051396984,5.478131912790996
O=C(CSC1=NN=C(NC2CC2)S1)NC1=CC=C2OC3(CCCCC3)OC2=C1,RL-51,01/14/2019,4.11025101326498,6.908825058877549,4.000120939677982,,5.380647477596634,5.5297974289392915,,2.157283329656856,7.095806444081596,6.916909192671157,3.0150418779959405,7.883501281107781,3.83985627715696,6.831004449674367,3.5408069512320828,6.203377874463517,5.4985490300110715,4.476939943492303,8.483442823132009,1.417467014079799
CN(C(=O)CSC1=NN=C(NC2CC2)S1)C1CCCC2=CC=CC=C21,RL-52,01/14/2019,6.187112041924038,7.600777475369056,8.722033511956585,5.427374549536921,6.248911994429735,5.973781427057129,7.341974200276462,8.938049046866285,5.642831406959124,5.527195223290493,2.943402755310788,8.718101974926164,8.328187235466492,7.84740596038712,5.936803712580039,4.402768605491528,7.219796797415988,8.12739676254815,5.1799315888220425,6.809659939344447
FC1=CC=CC(CSC2=NN=C(NC3CC3)S2)=C1,RL-53,01/15/2019,4.335131815419645,7.023660527883865,9.991382302634971,6.8403330042591755,6.0881248270673325,6.174822318828282,4.867862427550319,4.612747663296011,6.927001943105351,6.997207208115231,0.8337430809761694,5.923556211996384,10.020496919176317,5.288176621572879,5.604220038141986,4.091241005938988,4.837365388622813,3.5727084667657065,5.819926381714404,7.048139278639712
O=C(CSC1=NN=C(NC2CC2)S1)N1CCCC1C1=CC=C2OCCCOC2=C1,RL-54,01/15/2019,6.162012591490791,8.367121223479781,4.245796338536399,6.969592081606738,5.179633526122077,7.316375822781195,5.763560187616984,7.27588702673628,4.7915112824562796,6.182171189485601,12.39766361389498,7.99289350846517,4.110906000514897,5.46215762822086,0.09772582779481365,3.708882706832945,5.6526427594199475,7.508826802810362,4.556018917968816,6.945976855174344
C1=CC=C2OC(CSC3=NN=C(NC4CC4)S3)=NC2=C1,RL-55,01/15/2019,,5.6112848770236585,5.370605903755445,6.108981372363229,6.103118703658344,6.072240205712369,3.304424501776899,3.2583103621461866,5.803232028792715,6.9124629361085965,12.39766361389498,6.179801971874908,4.919677940516656,6.097706766825745,1.3056163394443754,0.42050961770267126,3.0223298627853956,5.253813562643068,9.333808549771941,8.247227460373113
ClC1=CC=C(C2=NOC(CSC3=NN=C(NC4CC4)S3)=N2)C=C1,RL-56,01/15/2019,,,3.18169600474679,5.670280131185917,6.2087522167510185,5.223625381037749,3.960334233660921,9.570250350953799,6.423828199941475,6.411757556132165,12.39766361389498,6.179801971874908,3.3823005900379672,6.123525374968445,8.507899171663311,3.9158319539732194,3.829711477650617,8.833732440105054,2.7953452113057486,5.375395672089364
CC1=CC=C(CC(C#N)SC2=NN=C(NC3CC3)S2)C=C1,RL-57,01/16/2019,6.088203634251757,7.14289079915009,7.500874986826082,6.303692572113059,5.80865661523672,7.580094879182418,4.833468414894835,9.461538447240045,6.0019998239736445,,10.727842945029334,6.522482999711987,7.775657742361786,4.922304693622005,4.088169059416792,5.8384583081911785,4.940556932943566,6.9823555523149725,4.249159456062197,5.375395672089364
N#CC1=CC=CC=C1CSC1=NN=C(NC2CC2)S1,RL-58,01/16/2019,6.5462954899115635,,2.096797847986344,6.217550700428182,6.115183699450269,6.492832125710619,5.207552273695814,3.6449109068777927,,6.927681178653877,8.846845492112537,6.522482999711987,2.1599473665876854,7.2138150891778645,5.131778846066259,2.725343992727003,5.1327882714922985,4.413229150844985,4.249159456062197,3.148106657934382
CC1CCC(N(C)C(=O)CSC2=NN=C(NC3CC3)S2)CC1,RL-59,01/16/2019,7.342687273257965,8.63375165768473,,4.922106624029291,5.729099791769,6.6855717197875215,3.0236350868603985,6.004638843252333,6.991580570944841,6.920985158497972,5.189733340085404,7.907962700881389,2.1599473665876854,11.510543865232423,-0.5920751299005333,2.676135742897692,3.104634632777215,4.65162275916512,7.3794213670235385,5.07029466548499
CC1=CC=C(C(=O)CSC2=NN=C(NC3CC3)S2)S1,RL-60,01/16/2019,,7.556795907024513,9.40833941145425,,,,4.094494737831061,2.4112220389627153,5.50042881977841,5.202859330983397,5.189733340085404,6.60834690297103,9.024572764256614,11.510543865232423,-0.5920751299005333,2.676135742897692,3.601399051145041,2.917431610257521,7.7867598580172,5.273336377390904
CN1C(=O)C2=CC=C(NC(=O)CSC3=NN=C(NC4CC4)S3)C=C2C1=O,RL-61,01/17/2019,4.191258638676194,8.958527598215213,4.953101003291063,5.811826117086463,6.870425543852307,4.526469736444575,3.470493316321713,3.445399626057907,,5.052105766309175,-2.3045564891418238,9.300591567462817,4.219648442784076,5.893284658475841,7.671429960106707,5.03435498384637,3.3982283767472086,0.9880943206388428,7.7867598580172,-3.1214445449070762
ClC1=CC(CSC2=NN=C(NC3CC3)S2)=CC2=C1OCCO2,RL-62,01/17/2019,6.385796250021773,5.5683244814505395,6.633636007196273,5.701226641076528,6.411328347244632,6.9915610589753525,7.325798930414239,,4.974391402900993,6.830384235680324,7.9082312141584445,5.471442454467433,6.315708076907314,3.585803256135018,10.870855331288869,11.02508685943029,7.385369555588556,0.9880943206388428,5.06809587458687,3.431100492881831
CC1=CC=C(C2=CSC3=C2C(=O)[NH]C(CSC2=NN=C(NC4CC4)S2)=N3)S1,RL-63,01/17/2019,7.370705138743958,7.2152505563259055,2.733070175185783,,5.8520052421139415,5.865758002581819,7.836395111168301,7.3312158074910565,6.866478633671957,6.617803533009251,9.408479213351892,8.066431857856907,2.863578044855824,3.585803256135018,8.80908072958357,8.587062640752041,7.736115745387947,8.324844696203709,5.3192839247142505,8.338609404143957
